id,name,classification,subclassification,date,type,contract_count_buyer,contract_count_supplier,contract_count_funder,contract_amount_buyer,contract_amount_supplier,contract_amount_funder,purchase_count_buyer,purchase_count_supplier,purchase_count_funder,purchase_amount_buyer,purchase_amount_supplier,purchase_amount_funder,other_names,country,source_id,sourceRun_id,id_RFC,legalName_RFC,uri_RFC,verified_RFC,id_RUPC,legalName_RUPC,uri_RUPC,verified_RUPC
constructora-osal-sa-de-cv,CONSTRUCTORA OSAL SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,131,0,0,5285298804206,0,0,0,0,0,0,0,"CONSTRUCTORA OSAL, S.A. DE C.V.-
CONSTRUCTORA OSAL, S.A. DE C.V.
CONSTRUCTORA OSAL S.A. DE C.V.
Constructora Osal S.A. de C.V.
CONSTRUCTORA OSAL S.A DE C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,COS980403N87,CONSTRUCTORA OSAL SA DE CV,,1,15407,CONSTRUCTORA OSAL SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
arrendadora-del-colorado-del-norte-sa-de-cv,"ARRENDADORA DEL COLORADO DEL NORTE, S.A. DE C.V.",company,profit,2019-01-24T01:17:00.000Z,organizations,0,60,0,0,3976802381030,0,0,0,0,0,0,0,"ARRENDADORA DEL COLORADO DEL NORTE S.A. DE.C.V.
ARRENDADORA DEL COLORADO DEL NORTE S.A. DE C.V.
Arrendadora del Colorado del Norte S.A. de C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,,,,
constructora-epycsa-sa-de-cv,CONSTRUCTORA EPYCSA SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,76,0,0,2655896950434,0,0,0,0,0,0,0,"CONSTRUCTORA EPYCSA, S.A. DE C.V.
CONSTRUCTORA EPYCSA S.A. DE C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,CEP920626TK6,CONSTRUCTORA EPYCSA SA DE CV,,1,22837,CONSTRUCTORA EPYCSA SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
eco-constructora-sa-de-cv,"ECO CONSTRUCTORA, S.A. DE C.V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,7,0,0,2133936430202,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,,,,,,,,
constructora-estatal-baja-sa-de-cv,CONSTRUCTORA ESTATAL BAJA S.A. DE C.V.,company,profit,2021-05-09T03:21:07.000Z,organizations,0,3,0,0,2106472700174,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,,,,,,,,
constructora-gallego-sa-de-cv,CONSTRUCTORA GALLEGO SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,55,0,0,1880009306762,0,0,0,0,0,0,0,"CONSTRUCTORA GALLEGO, S.A. DE C.V.
CONSTRUCTORA GALLEGO S.A. DE C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,CGA8705157I3,CONSTRUCTORA GALLEGO SA DE CV,,1,,,,
grupo-farmacos-especializados-sa-de-cv,GRUPO FARMACOS ESPECIALIZADOS SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,7904,0,0,169639137405,0,0,21621,0,0,86600444483,0,"GRUPO FARMACOS ESPECIALIZADOS, S. A. DE C. V.
GRUPO FARMACOS ESPECIALIZADOS S.A DE C.V
GRUPO FARMACOS ESPECIALIZADOS S.A DE C.V.
GRUPO FARMACOS ESPECIALIZADOS, S.A. DE C.V.
Grupo Farmacos Especializados, S.A. de C.V.
GRUPO FARMACOS ESPECIALIZADOS S.A. DE C.V.
GRUPO FÁRMACOS ESPECIALIZADOS, S.A. DE C.V.
GRUPO FARMACOS ESPECIALIZADOS, S.A DE C.V
GRUPO FARMACOS ESPECIALIZADOS, S.A DE C.V.
GRUPO FARMACOS ESPECIALIZADOS,S.A. DE C.V.
GRUPO FARMACOS ESPECIALIZADOS, SA DE CV
GRUPO FÁRMACOS ESPECIALIZADOS S.A. DE C.V.
Grupo Fármacos Especializados S.A de C.V
Grupo Fármacos Especializados S.A. de C.V.
GRUPO FARMACOS ESPECIALIZADOS S.A. DE C.V
GRUPO FARMACOS ESPECIALIZADOS S..A DE C.V.
GRUPO FARMACOS ESPECIALIZADOS S.A. D E C.V.
GRUPO FÁRMACOS ESPECIALIZADOS S.A. DE .V.
GRUPO FARMACOS ESPECIALIZADOS S A DE C V
GRUPO FARMACOS ESPECIALIZADOS S.A. C.V.
GRUPO FARMACOS ESPECIALIZADOS S. A. DE C. V.
grupo farmacos especializados s.a. de c.v.
GRUPO FARMACOS ESPECIALIZADOS S A DE CV
Grupo fármacos especializados S.A. De C.V.
GRUPO FARMACOS ESPECIALIZADOSSA DE CV
Grupo farmacos especializados S.A. De C.V.
Grupo Fármacos Especializados .S.A. de C.V.
Grupo Farmacos Especializados SA de CV
GRUPO FÁRMACOS ESPECIALIZADOS SA DE CV
GRUPO FARMACOS ESPECIALIZADOS S.A. DE CV.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,GFE061004F65,GRUPO FARMACOS ESPECIALIZADOS SA DE CV,,1,434,GRUPO FARMACOS ESPECIALIZADOS SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
ingenieros-civiles-asociados-sa-de-cv,INGENIEROS CIVILES ASOCIADOS SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,156,0,0,146734128351,0,0,3,0,0,1290267031,0,"INGENIEROS CIVILES ASOCIADOS, S.A. DE C.V.
INGENIEROS CIVILES ASOCIADOS S.A. DE C.V.
INGENIEROS CIVILES ASOCIADOS, S. A. DE C. V.
INGENIEROS CIVILES ASOCIADOS S.A DE C.V.
Ingenieros Civiles Asociados S.A. de C.V.
ingenieros civiles asociados s.a. de c.v.
Ingenieros Civiles Asociados S.A. De C.V.",México,"compranet
tdc
pot
compranet3
comprasimss",compranet-1620524637144,,,,,8139,INGENIEROS CIVILES ASOCIADOS SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
impresora-silvaform-sa-de-cv,IMPRESORA SILVAFORM SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,368,0,0,139591523561,0,0,15,0,0,"5230521,25",0,"IMPRESORA SILVAFORM, S.A. DE C.V.
IMPRESORA SILVAFORM S.A DE C.V.
Impresora Silvaform, S.A. de C.V.
IMPRESORA SILVAFORM S.A. DE C.V.
IMPRESORA SILVAFORM S. A. DE C. V.
IMPRESORA_SILVAFORM_SA_DE_CV
Impresora Silvaform S.A. de C.V.
IMPRESORA SILVAFORM S.A. DE C.V",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,ISI860331LQ4,IMPRESORA SILVAFORM SA DE CV,,1,13867,IMPRESORA SILVAFORM SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
pego-sa-de-cv,"PEGO, S.A. DE C.V.",company,profit,2019-01-24T01:16:35.000Z,organizations,0,518,0,0,120310906446,0,0,647,0,0,2817502766,0,"PEGO S.A DE C.V
PEGO S.A. DE C.V.
PEGO, S. A. DE C. V.
PEGO S.A DE C.V.
PEGO S. A. DE C. V.
PEGO S A DE C V",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,PEG860506CT9,"PEGO, S.A. DE C.V.",,1,187,"PEGO, S.A. DE C.V.",https://sites.google.com/site/cnetrupc/rupc,
metlife-mexico-sa,"METLIFE MEXICO, S.A.",company,profit,2019-01-24T01:16:35.000Z,organizations,0,1180,0,0,115959958263,0,0,2,0,0,33000000,0,"Metlife México,| S.A.
METLIFE MEXICO SA
METLIFE MÉXICO, S.A.
METLIFE MEXICO S.A.
METLIFE MÉXICO, S.A
Metlife México, S.A.
METLIFE MÉXICO S.A.
METLIFE MEXICO S. A.
Metlife México S. A.
METLIFE MEXICO S.A
METLIFE MÉXICO SA
Metlife Mexico S.A.
Metlife Mexico S. A.
Metlife México S.A.
METLIFE MÉXICO S.A
METLIFE MÉXICO S. A.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,MME920427EM3,"METLIFE MEXICO, S.A.",,1,3726,"METLIFE MEXICO, S.A.",https://sites.google.com/site/cnetrupc/rupc,
la-peninsular-compania-constructora-sa-de-cv,LA PENINSULAR COMPAÑIA CONSTRUCTORA S.A. DE C.V,company,profit,2019-01-24T01:17:24.000Z,organizations,0,36,0,0,115203186456,0,0,0,0,0,0,0,"LA PENÍNSULAR COMPAÑÍA CONSTRUCTORA, S.A. de C.V.
LA PENINSULAR COMPAÑÍA CONSTRUCTORA S.A. DE C.V.
LA PENINSULAR COMPAÑIA CONSTRUCTORA, S.A. DE C.V.
LA PENINSULAR COMPAÑIA CONSTRUCTORA S.A. DE C.V.
La Peninsular Compañía constructora S.A. de C.V.",México,"compranet
tdc
compranet3
pot",compranet-1620524637144,PCO811231EI4,LA PENINSULAR COMPAÑIA CONSTRUCTORA S.A. DE C.V,,1,7553,LA PENINSULAR COMPAÑIA CONSTRUCTORA S.A. DE C.V,https://sites.google.com/site/cnetrupc/rupc,
promotora-y-desarrolladora-mexicana-sa-de-cv,PROMOTORA Y DESARROLLADORA MEXICANA SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,76,0,0,107862837210,0,0,7,0,0,3395823674,0,"PROMOTORA Y DESARROLLADORA MEXICANA, S.A. DE C.V.
PROMOTORA Y DESARROLLADORA MEXICANA S.A. DE C.V.
Promotora y Desarrolladora Mexicana S.A. de C.V.",México,"compranet
tdc
compranet3
pot
comprasimss",compranet-1620524637144,PDM9605167E4,PROMOTORA Y DESARROLLADORA MEXICANA SA DE CV,,1,13842,PROMOTORA Y DESARROLLADORA MEXICANA SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
formas-para-control-sa-de-cv,FORMAS PARA CONTROL SA DE CV,company,profit,2019-11-08T17:40:02.000Z,organizations,0,348,0,0,107320646514,0,0,547,0,0,"28146760,61",0,"FORMAS PARA CONTROL, SA DE CV
FORMAS PARA CONTROL, S.A. DE C.V.
FORMAS PARA CONTROL S.A. DE C.V.
Formas para Control S.A. de C.V.
FORMAS PARA CONTROL, S. A. DE C. V.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,FCO840702SK7,"FORMAS PARA CONTROL, S. A. DE C. V.",,,,,,
operadora-cicsa-sa-de-cv,OPERADORA CICSA SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,54,0,0,101563874468,0,0,0,0,0,0,0,"OPERADORA CICSA, S.A. DE C.V.
Operadora Cicsa, S.A. de C.V.
OPERADORA CICSA, S.A DE C.V.
OPERADORA CICSA S.A. DE C.V.",México,"compranet
tdc
compranet3
pot",compranet-1620524637144,,,,,,,,
ica-constructora-de-infraestructura-sa-de-cv,"ICA CONSTRUCTORA DE INFRAESTRUCTURA, S.A. DE C.V.",company,profit,2019-01-24T01:17:00.000Z,organizations,0,4,0,0,101469301024,0,0,0,0,0,0,0,,México,"tdc
compranet",tdc-1620615571864,,,,,,,,
motorolainc,"MOTOROLA,INC.",company,,2021-05-09T03:21:07.000Z,organizations,0,242,0,0,97160015915,0,0,0,0,0,0,0,,México,compranet3,compranet3-1620530467436,,,,,,,,
constructora-y-edificadora-gia+a-sa-de-cv,CONSTRUCTORA Y EDIFICADORA GIA+A SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,16,0,0,95561716184,0,0,0,0,0,0,0,"CONSTRUCTORA Y EDIFICADORA GIA+A, S.A. DE C.V.
CONSTRUCTORA Y EDIFICADORA GIA+A, S. A. DE C. V.
CONSTRUCTORA Y EDIFICADORA GIA+A, S.A DE C.V.",México,"compranet
tdc
compranet3",compranet-1620524637144,CEG001109P52,CONSTRUCTORA Y EDIFICADORA GIA+A SA DE CV,,1,9885,CONSTRUCTORA Y EDIFICADORA GIA+A SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
farmaceuticos-maypo-sa-de-cv,"FARMACEUTICOS MAYPO, S.A. DE C.V.",company,profit,2019-01-24T01:16:35.000Z,organizations,0,15625,0,0,95025882893,0,0,11067,0,0,35242319369,0,"FARMACÉUTICOS MAYPO, S.A. DE C.V.
FARMACEUTICOS MAYPO SA DE CV
FARMACEUTICOS MAYPO,S.A. DE C.V.
FARMACEUTICOS MAYPO, S.A DE C.V.
FARMACEUTICOS MAYPO S.A DE C.V
FARMACEUTICOS MAYPO S.A. DE C.V.
FARMACEUTICOS MAYPO S.A DE C.V.
FARMACEUTICOS MAYPO, S.A DE C.V
Farmaceuticos Maypo, S.A de C.V.
FARMACEUTICOS MAYPO, S.A. DE C. V.
Farmacéuticos Maypo, S.A. de C.V.
FARMACEUTICOS MAYPO, SA DE CV
FARMACÉUTICOS MAYPO S.A. DE C.V.
Farmaceuticos Maypo, S.A. de C.V.
Farmacéuticos Maypo S. A. de C. V.
Farmacéuticos Maypo S.A. de C.V.
FARMACÉUTICOS MAYPO S.A DE C.V.
Farmacéuticos MAYPO S.A. de C.V.
FARMACEÚTICOS MAYPO S.A. DE C.V.
FARMACEUTICOS MAYPO S.A. DE C. V.
FARMACEUTICOS MAYPO S.A. DE C.V
FARMACEUTICOS MAYPO S A DE C V
FARMACEUTICOS MAYPO S. A. DE C. V.
FARMACÉUTICOS MAYPO S.A DE C.V
Farmaceuticos Maypo S.A. de C.V.
FARMACEUTICOS MAYPO S.A. DE CV.
Farmaceuticos Maypo SA de CV
Farmaceuticos MAYPO S.A. de C.V.
FARMACEUTICOS MAYPO S A DE CV
Farmacéuticos Maypo S.A.DE C.V.
Farmaceúticos Maypo S.A. De C.V.
FARMACEUTICOS MAYPO S. A. DE C.V.
Farmaceúticos Maypo S.A. de C.V.
FARMACEUTICOS MAYPO SA. DE C.V
FARMACEUTICOS MAYPO, S. A. DE C. V.",México,"compranet
pot
compranet3
comprasimss",compranet-1620524637144,FMA9301181B1,"FARMACEUTICOS MAYPO, S.A. DE C.V.",,1,579,"FARMACEUTICOS MAYPO, S.A. DE C.V.",https://sites.google.com/site/cnetrupc/rupc,
dowell-schlumberger-de-mexico-sa-de-cv,DOWELL SCHLUMBERGER DE MEXICO SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,164,0,0,90842962812,0,0,0,0,0,0,0,"DOWELL SCHLUMBERGER DE MEXICO, S.A.DEC.V.
DOWELL SCHLUMBERGER DE MEXICO, S.A. DE C.V.
DOWELL SCHLUMBERGER DE MEXICO S.A. DE C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,FMA93011181B1,"FARMACEUTICOS MAYPO, S.A DE C.V.",,,,,,
acciona-infraestructuras-mexico-sa-de-cv,"ACCIONA INFRAESTRUCTURAS MÉXICO, S.A. DE C.V.",company,profit,2019-01-24T01:17:24.000Z,organizations,0,12,0,0,87950969044,0,0,3,0,0,"789729519,6",0,"ACCIONA INFRAESTRUCTURAS MEXICO S.A. DE C.V.
ACCIONA INFRAESTRUCTURAS MEXICO, S.A. DE C.V.-
ACCIONA INFRAESTRUCTURAS MÉXICO, S.A. DE C.V
ACCIONA INFRAESTRUCTURAS MEXICO, S.A. DE C.V.
ACCIONA INFRAESTRUCTURAS MEXICO S.A DE C.V.
ACCIONA INFRAESTRUCTURAS MÉXICO S.A. DE C.V.
ACCIONA INFRAESTRUCTURAS MÈXICO, S.A. DE C.V.",España,"tdc
compranet
compranet3
pot
comprasimss",tdc-1620615571864,DSM830824AY6,DOWELL SCHLUMBERGER DE MEXICO SA DE CV,,1,,,,
fcc-construccion-sa,"FCC CONSTRUCCIÓN, S.A.",company,profit,2019-11-08T17:40:02.000Z,organizations,0,2,0,0,85144511423,0,0,0,0,0,0,0,"FCC CONSTRUCCION, S.A.",México,"tdc
compranet",tdc-1620615571864,,,,,,,,
operadora-y-administracion-tecnica-sa-de-cv,"OPERADORA Y ADMINISTRACIÓN TÉCNICA, S.A. DE C.V.",company,profit,2021-05-07T15:05:11.000Z,organizations,0,2,0,0,84830928862,0,0,0,0,0,0,0,"OPERADORA Y ADMINISTRACION TECNICA, S.A. DE C.V.",México,"tdc
compranet3",tdc-1620615571864,,,,,,,,
acciona-infraestructuras-sa,"ACCIONA INFRAESTRUCTURAS, S.A.",company,profit,2021-05-07T15:05:11.000Z,organizations,0,1,0,0,84828377320,0,0,0,0,0,0,0,,España,tdc,tdc-1620615571864,,,,,,,,
fcc-industrial-e-infraestructuras-energeticas-sau,"FCC INDUSTRIAL E INFRAESTRUCTURAS ENERGÉTICAS, S.A.U.",company,,2021-05-07T15:05:11.000Z,organizations,0,1,0,0,84828377320,0,0,0,0,0,0,0,,México,tdc,tdc-1620615571864,,,,,,,,
troade-sa-de-cv,"TROADE, S.A. DE C.V.",company,profit,2019-01-24T01:17:46.000Z,organizations,0,53,0,0,75632254641,0,0,0,0,0,0,0,TROADE SA DE CV,México,"compranet
compranet3
pot",compranet-1620524637144,,,,,,,,
vitalmex-internacional-sa-de-cv,Vitalmex Internacional S.A. de C.V.,company,profit,2019-01-24T01:16:35.000Z,organizations,0,640,0,0,71963373547,0,0,407,0,0,5681967210,0,"VITALMEX INTERNACIONAL S.A. DE C.V.
VITALMEX INTERNACIONAL, S.A. DE C.V.
VITALMEX INTERNACIONAL, SA DE CV
VITALMEX INTERNACIONAL S.A. DE CV
Vitalmex Internacional S.A. de C.V
vitalmex internacional sa de cv
Vitalmex Internacional, S.A. de C.V.
VITALMEX INTERNACIONAL, S. A. DE C. V.
VITALMEX INTERNACIONAL S.A DE C.V.
VITALMEX INTERNACIONAL SA DE CV",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,,,,,5869,Vitalmex Internacional S.A. de C.V.,https://sites.google.com/site/cnetrupc/rupc,
mantenimiento-express-maritimo-sapi-de-cv,"MANTENIMIENTO EXPRESS MARITIMO, S.A.P.I. DE C.V.",company,profit,2021-05-09T03:21:07.000Z,organizations,0,11,0,0,70529040798,0,0,0,0,0,0,0,MANTENIMIENTO EXPRESS MARITIMO S.A.P.I DE C.V.,México,compranet3,compranet3-1620530467436,VIN011206P16,Vitalmex Internacional S.A. de C.V.,,1,,,,
solar-turbines-incorporated,SOLAR TURBINES INCORPORATED,company,,2021-05-09T00:24:27.000Z,organizations,0,496,0,0,68108077475,0,0,0,0,0,0,0,"SOLAR TURBINES, INCORPORATED",México,"compranet3
pot",compranet3-1620530467436,,,,,,,,
alstom-switzerland-ltd,ALSTOM SWITZERLAND LTD.,company,,2019-01-24T01:17:00.000Z,organizations,0,59,0,0,65393305793,0,0,0,0,0,0,0,"ALSTOM SWITZERLAND LTD
ALSTOM SWITZERLAND, LTD
ALSTOM (SWITZERLAND) LTD",Estados Unidos,"compranet
compranet3",compranet-1620524637144,,,,,,,,
i-p-l-sistemas-sociedad-anonima,I P L SISTEMAS SOCIEDAD ANONIMA,company,,2021-11-28T01:38:18.000Z,organizations,0,43,0,0,65041022215,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
gbm-de-costa-rica-sociedad-anonima,GBM DE COSTA RICA SOCIEDAD ANONIMA,company,,2021-11-28T01:37:26.000Z,organizations,0,278,0,0,60474518279,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
urbanissa-sa-de-cv,URBANISSA SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,65,0,0,59195556278,0,0,0,0,0,0,0,"URBANISSA, S.A. DE C.V.
URBANISSA, SA. DE C.V.
URBANISSA S.A. DE C.V.
URBANISSA S.A. DE C.V",México,"compranet
compranet3
pot",compranet-1620524637144,,,,,,,,
distribuidora-internacional-de-medicamentos-y-equipo-medico-sa-de-cv,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,4676,0,0,51993656715,0,0,0,0,0,0,0,"DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A. DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S. A. DE C. V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MÉDICO, S.A. DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S.A. DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA. DE CV.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S.A. DE C.V
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, S.A .DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO, SA DE CV
Distribuidora Internacional de Medicamentos y Equipo Médico, S.A. de C.V
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MÉDICO S.A. DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MÉDICO S.A DE C.V.
Distribuidora Internacional de Medicamentos y Equipo Medico S. A. de C. V.
DISTRIBUIDORA INTERNACIONAL DE MÉDICAMENTOS Y EQUIPO MÉDICO S.A DE C.V
DISTRIBUIDORA INTERNACIONAL DE MÉDICAMENTOS Y EQUIPO MÉDICO S.A. DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S A DE C V
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MÉDICO .S.A DE C.V.
Distribuidora Internacional de Medicamentos y Equipo Médico S.A. de C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S.A DE C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S.A. DE.C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE C.V.
Distribuidora Internacional de Medicamentos y Equipo Medico S.A. de C.V.
DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO S..A DE C.V.
Distribuidora Internacional de Medicamentos y Equipo Médico .S.A de C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,URB000913477,URBANISSA SA DE CV,,1,654,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
coconal-sapi-de-cv,COCONAL SAPI DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,143,0,0,49000970571,0,0,0,0,0,0,0,"COCONAL, S.A.P.I. DE C.V.
COCONAL, SAPI DE C.V.
COCONAL S.A.P.I. DE C.V.
COCONAL S.A.P.I DE C.V.
COCONAL. S.A.P.I. DE C.V.
Coconal S.A.P.I. de C.V.
COCONAL S.AP.I DE C.V.
COCONAL S.A.P.I . DE C.V.",México,"compranet
tdc
pot",compranet-1620524637144,DIM010319S79,DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV,,1,5509,COCONAL SAPI DE CV,https://sites.google.com/site/cnetrupc/rupc,
constructora-meco-sociedad-anonima,CONSTRUCTORA MECO SOCIEDAD ANONIMA,company,,2021-11-28T01:37:12.000Z,organizations,0,316,0,0,47145772545,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,COC000315HY4,COCONAL SAPI DE CV,,1,,,,
solar-turbines-international-company,SOLAR TURBINES INTERNATIONAL COMPANY,company,,2019-11-08T17:40:02.000Z,organizations,0,38,0,0,46449255883,0,0,0,0,0,0,0,,México,"compranet
compranet3
pot",compranet-1620524637144,,,,,,,,
baxter-sa-de-cv,BAXTER SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,4836,0,0,46148769775,0,0,5123,0,0,14731217019,0,"BAXTER, S.A. DE C.V.
BAXTER, SA DE CV
BAXTER S.A DE C.V.
BAXTER S.A. DE C.V.
BAXTER,S.A. DE C.V.
BAXTER S.A. de C.V.
Baxter S.A. de C.V.
Baxter .S.A de C.V.
BAXTER S A DE C V
BAXTER S.A DE C.V
BAXTER S.A. DE C..V
BAXTER S.A. DE C.V
BAXTER SA. DE C.V.
BAXTER S.A. DE C.V..
BAXTER, S. A. DE C. V.",México,"compranet
compranet3
pot
comprasimss",compranet-1620524637144,,,,,3721,BAXTER SA DE CV,https://sites.google.com/site/cnetrupc/rupc,
alstom-transport-mexico-sa-de-cv,ALSTOM TRANSPORT MEXICO SA DE CV,company,profit,2019-01-24T01:17:46.000Z,organizations,0,3,0,0,44309336169,0,0,0,0,0,0,0,Alstom Transport Mexico S.A. de C.V.,México,"compranet
pot",compranet-1620524637144,BAX871207MN3,BAXTER SA DE CV,,1,,,,
ica-fluor-daniel-s-de-rl-de-cv,ICA FLUOR DANIEL S DE RL DE CV,company,profit,2019-01-24T01:18:06.000Z,organizations,0,28,0,0,43353025614,0,0,0,0,0,0,0,"ICA FLUOR DANIEL S. DE R. L. DE C.V.
ICA FLUOR DANIEL S. DE R.L. DE C.V.",México,"compranet
compranet3",compranet-1620524637144,ATM1312189Z3,ALSTOM TRANSPORT MEXICO SA DE CV,,1,,,,
edica-limitada,EDICA LIMITADA,company,,2021-11-28T01:40:21.000Z,organizations,0,6,0,0,42953420983,0,0,0,0,0,0,0,,Costa Rica,sicop,sicop-1638063428447,,,,,,,,
halliburton-de-mexico-s-de-rl-de-cv,HALLIBURTON DE MEXICO S DE RL DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,98,0,0,42683589001,0,0,0,0,0,0,0,"HALLIBURTON DE MEXICO, S. DE R.L. DE C.V.",México,"compranet
compranet3",compranet-1620524637144,,,,,,,,
cotemar-sa-de-cv,"COTEMAR, S. A. DE C. V.",company,profit,2021-05-09T00:24:27.000Z,organizations,0,79,0,0,40572522366,0,0,0,0,0,0,0,"COTEMAR, S.A. DE C.V.
COTEMAR S.A. DE C.V.",México,"compranet3
pot",compranet3-1620530467436,,,,,,,,
grupo-nacional-provincial-sab,"GRUPO NACIONAL PROVINCIAL, S.A.B.",company,profit,2019-01-24T01:16:35.000Z,organizations,0,947,0,0,39136113185,0,0,0,0,0,0,0,"GRUPO NACIONAL PROVINCIAL, S.A.B
GRUPO NACIONAL PROVINCIAL S.A.B.
GRUPO NACIONAL PROVINCIAL S. A. B.
GRUPO NACIONAL PROVINCIAL S A B
Grupo Nacional Provincial, S.A.B.
Grupo Nacional Provincial, S.A.B
Grupo Nacional Provincial, S.AB.
GRUPO NACIONAL PROVINCIAL S.A.B
GRUPO NACIONAL PROVINCIAL SAB
Grupo Nacional Provincial, S. A. B.
Grupo Nacional Provincial S.A.B.
Grupo Nacional Provincial S.A.B
grupo nacional provincial s.a.b.
GRUPO NACIONAL PROVINCIAL SA B
GRUPO NACIONAL PROVINCIAL S.A. B.
GRUPO NACIONAL PROVINCIAL S.A..B.
GRUPO NACIONAL PROVINCIAL S.A B
GRUPO NACIONAL PROVINCIAL S.A. B",México,"mujeres2019
mujeres2020
compranet
pot
compranet3","mujeres2019-1619230367305
mujeres2020-1619230422936
compranet-1620524637144",,,,,5079,"GRUPO NACIONAL PROVINCIAL, S.A.B.",https://sites.google.com/site/cnetrupc/rupc,
cerrey-sa-de-cv,CERREY SA DE CV,company,profit,2019-01-24T01:16:35.000Z,organizations,0,152,0,0,37534718200,0,0,0,0,0,0,0,"CERREY,S.A. DE C.V.
CERREY, S.A. DE C.V.
CERREY S.A. DE C.V.
CERREY, S.A DE C.V.",México,"compranet
compranet3
pot",compranet-1620524637144,GNP9211244P0,"GRUPO NACIONAL PROVINCIAL, S.A.B.",,1,,,,
